Arrival Time,order,wait,payment,Total Time
2024-04-23 19:00:05,16.0,265.0,71.0,352.0
2024-04-23 19:00:48,19.0,283.0,64.0,366.0
2024-04-23 19:03:14,26.0,186.0,84.0,296.0
2024-04-23 19:04:02,19.0,221.0,64.0,304.0
2024-04-23 19:04:43,8.0,249.0,51.0,308.0
2024-04-23 19:05:23,66.0,196.0,44.0,306.0
2024-04-23 19:06:56,37.0,163.0,31.0,231.0
2024-04-23 19:10:51,37.0,92.0,53.0,182.0
2024-04-23 19:10:44,34.0,9.0,40.0,83.0
2024-04-23 19:12:02,34.0,9.0,125.0,168.0
2024-04-23 19:13:32,13.0,10.0,139.0,162.0
2024-04-23 19:14:45,10.0,74.0,66.0,150.0
2024-04-23 19:16:52,30.0,60.0,10.0,100.0
2024-04-23 19:15:39,1.0,84.0,180.0,265.0
2024-04-23 19:18:39,23.0,54.0,45.0,122.0
2024-04-23 19:20:55,23.0,54.0,56.0,133.0
2024-04-23 19:19:28,82.0,29.0,66.0,177.0
2024-04-23 19:21:50,82.0,29.0,39.0,150.0
2024-04-23 19:22:51,82.0,29.0,87.0,198.0
2024-04-23 19:22:45,8.0,76.0,56.0,140.0
2024-04-23 19:24:41,8.0,38.0,69.0,115.0
2024-04-23 19:26:12,8.0,38.0,61.0,107.0
2024-04-23 19:25:40,18.0,53.0,30.0,101.0
2024-04-23 19:27:12,18.0,22.0,75.0,115.0
2024-04-23 19:27:44,18.0,22.0,25.0,65.0
2024-04-23 19:29:05,18.0,22.0,50.0,90.0
2024-04-23 19:29:44,18.0,22.0,47.0,87.0
2024-04-23 19:30:25,18.0,22.0,82.0,122.0
2024-04-23 19:30:44,18.0,22.0,64.0,104.0
2024-04-23 19:32:35,18.0,22.0,167.0,207.0
2024-04-23 19:33:38,18.0,22.0,51.0,91.0
2024-04-23 19:35:29,18.0,22.0,90.0,130.0
2024-04-23 19:36:11,18.0,22.0,94.0,134.0
2024-04-23 19:37:40,8.0,46.0,58.0,112.0
2024-04-23 19:39:02,8.0,18.0,38.0,64.0
2024-04-23 19:39:17,26.0,15.0,101.0,142.0
2024-04-23 19:40:00,4.0,86.0,56.0,146.0
2024-04-23 19:41:08,44.0,25.0,35.0,104.0
2024-04-23 19:43:06,44.0,25.0,50.0,119.0
2024-04-23 19:43:46,49.0,9.0,181.0,239.0
2024-04-23 19:47:00,54.0,9.0,198.0,261.0
2024-04-23 19:49:03,68.0,63.0,94.0,225.0
2024-04-23 19:52:14,48.0,34.0,271.0,353.0
2024-04-23 19:53:33,7.0,261.0,26.0,294.0
2024-04-23 19:58:13,7.0,18.0,32.0,57.0
2024-04-23 19:59:07,7.0,18.0,170.0,195.0
2024-04-23 19:59:12,7.0,18.0,46.0,71.0
2024-04-23 20:03:13,7.0,18.0,91.0,116.0
2024-04-23 20:05:05,7.0,18.0,147.0,172.0
2024-04-23 20:07:43,7.0,18.0,96.0,121.0
2024-04-23 20:08:34,7.0,18.0,192.0,217.0
2024-04-23 20:08:27,60.0,146.0,87.0,293.0
2024-04-23 20:08:34,90.0,137.0,163.0,390.0
2024-04-23 20:11:55,48.0,183.0,44.0,275.0
2024-04-23 20:13:04,42.0,157.0,100.0,299.0
2024-04-23 20:14:06,53.0,179.0,66.0,298.0
2024-04-23 20:15:18,4.0,212.0,71.0,287.0
2024-04-23 20:15:32,62.0,199.0,64.0,325.0
2024-04-23 20:16:57,17.0,220.0,101.0,338.0
2024-04-23 20:17:37,30.0,260.0,35.0,325.0
2024-04-23 20:18:36,57.0,206.0,45.0,308.0
2024-04-23 20:23:56,57.0,22.0,71.0,150.0
2024-04-23 20:24:09,57.0,22.0,40.0,119.0
2024-04-23 20:25:56,57.0,22.0,179.0,258.0
2024-04-23 20:26:26,30.0,90.0,59.0,179.0
2024-04-23 20:31:07,103.0,8.0,183.0,294.0
2024-04-23 20:33:18,34.0,124.0,54.0,212.0
2024-04-23 20:35:44,9.0,52.0,97.0,158.0
